Index,Date,Classification,CityCode,ExtractedLocation,Text
3063,2019-10-22,Other,"","Bucks","'Extremely terrified:' Wineries in Bucks facing threat from spotted lanternfly https://t.co/MhFKMvo3mp"
3064,2019-10-22,Spread/Sighting,"","","My killing of a spotted lantern fly, i killed 2 yesterday! Evil things(legit you are supposed to kill them they are dangerous to crops and trees) https://t.co/Q44Faqwqjz"
3065,2019-10-22,Other,"","","@grownhorns That's an invasive Spotted Lanternfly https://t.co/iqAKtFsw41"
3066,2019-10-22,Spread/Sighting,"USA.PA.Pittsburgh","","The invasive spotted lanternfly hasn't made it to Western PA yet, but it's coming. Our partners at DCNR have tips to help you do your part to control this destructive pest: https://t.co/JeenD2SSy1. #invasive #spottedlanternfly #quarantine #conservation https://t.co/4N1JveGAEL"
3067,2019-10-22,Spread/Sighting,"","","RT @CheshireHerald Spotted Lanternfly Found In The Region https://t.co/yiClqwgsPm"
3068,2019-10-22,Other,"","","Spotted Lanternfly Found In The Region https://t.co/yiClqwgsPm"
3069,2019-10-22,Other,"","","This is how far the spotted lanternfly might spread, as feds eye funds for fight https://t.co/CDWIjwhuRb"
3070,2019-10-22,Other,"","","When ur bro sights a spotted lanternfly and doesn't call the NJ department of agriculture's invasive species hotline to detail the time and location of the sighting https://t.co/ncoJydx4kH"
3071,2019-10-22,Other,"USA.NC.Charlotte","","RT @ShakerLakes Beware the invasive spotted lanternfly. If you see any in the #ShakerHeights area, please contact us. https://t.co/28woECZpfE"
3072,2019-10-22,Other,"","","RT @AgricultureDE Spotted Lanternfly’s are laying egg masses that they will cover in a gray mud-like secretion. They lay eggs in a vertical pattern which could be anywhere from 1 to 2½ inches long. We encourage anyone who sees egg masses to scrape them into a bag and submerge them in alcohol. https://t.co/hnCxUXJm3U"
3073,2019-10-21,Other,"","","Spotted Lanternfly is now a threat to crops."
3074,2019-10-21,Other,"","","How to Manage a Spotted Lanternfly Infestation https://t.co/fWtDTgNjc2 #spottedlanternfly https://t.co/N32Z2tzhrb"
3075,2019-10-21,Other,"","","Killed 3 spotted lantern flies today."
3076,2019-10-21,Other,"USA.PA.Philadelphia","","RT @delcotimes North Wales filmmaker creates spotted lanternfly horror video as a public service announcement https://t.co/MduZACsdla"
3077,2019-10-21,Other,"","North Wales","North Wales filmmaker creates spotted lanternfly horror video as a public service announcement https://t.co/MduZACsdla"
3078,2019-10-21,Spread/Sighting,"USA.PA.Philadelphia","","I killed a spotted lantern fly where is my prize"
3079,2019-10-21,Other,"CAN.QC.Montreal","Canada, Ontario","RT @EcoInvasions I'd like to see an extension of this habitat suitability map to include Canada. Some parts of southern Ontario could be at non-negligible risk currently - and at greater risk in the next few decades as climate change progresses. https://t.co/vGOm7Vz7u4"
3080,2019-10-21,Other,"USA.IL.Chicago","","RT @MontcoToday Local Teen Receives Patent, Several Awards for Creative Spotted Lanternfly Trap https://t.co/vhusEzdFwi https://t.co/kAoo2InMyv"
3081,2019-10-21,Other,"","","Today's #inktober is a spotted lanternfly. Super invasive but very pretty! https://t.co/avCHIVZKVS"
3082,2019-10-21,Other,"","","Spotted Lantern Fly: Horrendous new pest (PA and NJ) goes after vineyards and especially 'Tree of Heaven' plants. We have them all over our Porcelain Berry vine. Sad to say the praying mantis ignored it—stepped on it, in fact! https://t.co/XTNhFCUwbL"
3083,2019-10-21,Other,"USA.PA.Philadelphia","","In the news again: https://t.co/GuiARV7Kdo"
3084,2019-10-21,Other,"","","RT @MercuryX Montco filmmaker creates spotted lanternfly horror video as a public service announcement https://t.co/sYubdlhi2g"
3085,2019-10-21,Other,"USA.DC.Washington, DC","","RT @MontcoToday Local Teen Receives Patent, Several Awards for Creative Spotted Lanternfly Trap https://t.co/vhusEzdFwi https://t.co/kAoo2InMyv"
3086,2019-10-21,Other,"","North Wales","North Wales filmmaker creates spotted lanternfly horror video as a public service announcement https://t.co/ghb0cxR3jG"
3087,2019-10-21,Other,"USA.PA.Philadelphia","","Spotted Lanternfly Research at Penn State gets Significant Funding Injection https://t.co/bm3Q5bwcco #SLF #spottedlanternfly #badbug"
3088,2019-10-21,Other,"USA.PA.Philadelphia","","Montco filmmaker creates spotted lanternfly horror video as a public service announcement https://t.co/sYubdlhi2g"
3089,2019-10-21,Other,"CAN.ON.Toronto","","RT @coreygbassett Is #spottedlanternfly in your area? Download #Squishr! Philly turned killing invasive insects into a game. #whyilovephilly https://t.co/tbWlb456Tq via @phillyinquirer"
3090,2019-10-21,Other,"USA.PA.Philadelphia","","RT @LansReporter North Wales filmmaker creates spotted lanternfly horror video as a public service announcement https://t.co/8zk6mC7LX7"
3091,2019-10-21,Other,"USA.PA.Philadelphia","North Wales","North Wales filmmaker creates spotted lanternfly horror video as a public service announcement https://t.co/8zk6mC7LX7"
3092,2019-10-21,Other,"USA.PA.Philadelphia","","Local Teen Receives Patent, Several Awards for Creative Spotted Lanternfly Trap https://t.co/JdN6bDZX15 by @ParkesburgToday #SLF #spottedlanternfly #badbug"
3093,2019-10-21,Other,"USA.PA.Philadelphia","U.S.","The spotted lanternfly now poses a threat to many U.S. crops. Is your area at risk of invasion from this nimble-winged pest? Find out here. https://t.co/4GlqC1W3Nq"
3094,2019-10-21,Other,"USA.PA.Philadelphia","","killed a spotted lanternfly today. I feel like I did my duty to society. #savethewine 🍷"
3095,2019-10-21,Other,"USA.PA.Philadelphia","","Mrs. Cahill’s Environmental Science class surveyed Archbishop Carroll’s campus for Spotted Lanternflies.  Unfortunately, our campus has quite a few. Students in Mrs. Cahill’s class then created posters to inform the… https://t.co/6K2kwmLAo1"
3096,2019-10-21,Other,"","Chester County, Pa.","RT @jburtkaIV “My current place of residence, Chester County, Pa., also suffers at the hands of Chinese mercantilism. The spotted lanternfly, an invasive Chinese insect that arrived on cargo ships, could cost nearly $18 billion in damage to statewide agriculture products.”"
3097,2019-10-21,Other,"USA.OH.Cleveland","","Beware the invasive spotted lanternfly. If you see any in the #ShakerHeights area, please contact us. https://t.co/28woECZpfE"
3098,2019-10-21,Spread/Sighting,"","California","Dead Spotted Lanternflies Found at California Airports https://t.co/MTBavciS0p"
3099,2019-10-21,Other,"","","@RepMJDaley First panel ends with a little conversation on the spotted lanternfly: https://t.co/dnQ6w0zc78"
3100,2019-10-21,Other,"","","First Genome of Spotted Lanternfly Built from a Single Insect https://t.co/YYSysASKGT #AzaMax #EcoGarden #ParryAmerica #OrganicPesticides"
3101,2019-10-21,Other,"","","Stopping the Spotted Lanternfly to protect our gardens https://t.co/IZPQOd0Lnv"
3102,2019-10-21,Other,"","","New post: Spotted Lanternfly https://t.co/Qh9GxkuaVs"
3103,2019-10-21,Other,"USA.DC.Washington, DC","","Lanternfly adults are very active now and are in the process of laying eggs. Please be vigilant and report any sightings to the Maryland Department of Agriculture at Dontbug.MD@Maryland.gov. https://t.co/Bdi7sIFV53"
3104,2019-10-21,Other,"USA.DC.Washington, DC","Chester County, Pa.","“My current place of residence, Chester County, Pa., also suffers at the hands of Chinese mercantilism. The spotted lanternfly, an invasive Chinese insect that arrived on cargo ships, could cost nearly $18 billion in damage to statewide agriculture products.”"
3105,2019-10-21,Other,"","","RT @sarahnorman198 what if we kissed... while stepping on spotted lanternflies together.... ahaha just kidding... unless..?"
3106,2019-10-21,Other,"USA.LA.New Orleans","","The Lanternflies are coming. https://t.co/GMQCvLb3FT"
3107,2019-10-21,Other,"","","#MondayMorning @GallowsRun Natural enemies of the spotted lanternfly in Asia and North America https://t.co/DlufkCcBjC"
3108,2019-10-21,Other,"MEX.Distrito Federal.Mexico City","",". @TransportTopics: “#Truckers Advised to Watch for Invasive #SpottedLanternfly” https://t.co/aQZPDX2VW5 #trucking"
3109,2019-10-21,Other,"","","Spotted Lanternfly Moves Into New Areas This Year https://t.co/PXM5NwI6ki https://t.co/Da0IqRk9IP"
3110,2019-10-21,Other,"USA.PA.Philadelphia","","How many did you smash last week? Week 2 tally sheets are due by 10:00 am today to mhundt@willistown.pa.us for our Spotted Lanternfly SMASH-A-THON. Week 3 starts today and runs through next Monday, 10/28. Download the tally sheet today. https://t.co/nhVSnMTxP2 https://t.co/IDBNupcZXq"
3111,2019-10-21,Other,"","Canada, Ontario","RT @EcoInvasions I'd like to see an extension of this habitat suitability map to include Canada. Some parts of southern Ontario could be at non-negligible risk currently - and at greater risk in the next few decades as climate change progresses. https://t.co/vGOm7Vz7u4"
3112,2019-10-21,Other,"","Canada, Ontario","RT @EcoInvasions I'd like to see an extension of this habitat suitability map to include Canada. Some parts of southern Ontario could be at non-negligible risk currently - and at greater risk in the next few decades as climate change progresses. https://t.co/vGOm7Vz7u4"
3113,2019-10-21,Other,"","Pennsylvania","RT @stitchedmoon my halloween costume this year is inspired by the current scourge of Pennsylvania's ecosystem, the spotted lantern fly https://t.co/A1I8MR4JTX"
3114,2019-10-21,Other,"","","Spotted Lanternfly Info for Homeowners https://t.co/ZP9sAYY5gk"
3115,2019-10-21,Other,"","","@nanglish This tweet smushed a spotted lantern fly running up the Art Museum steps. Like settle down Wawa"
3116,2019-10-21,Other,"USA.PA.Philadelphia","","Excuse my French but Jerry Jones is SUCH a spotted lanternfly #PHIvsDAL #SundayNightFootball"
3117,2019-10-21,Other,"CAN.QC.Montreal","Canada, Ontario","I'd like to see an extension of this habitat suitability map to include Canada. Some parts of southern Ontario could be at non-negligible risk currently - and at greater risk in the next few decades as climate change progresses. https://t.co/vGOm7Vz7u4"
3118,2019-10-20,Other,"","Pennsylvania","my halloween costume this year is inspired by the current scourge of Pennsylvania's ecosystem, the spotted lantern fly https://t.co/A1I8MR4JTX"
3119,2019-10-20,Other,"","","Apparently another common name for the spotted lanternfly is the spot clothing wax cicada and I can't believe we didn't go with that one when it came to PA."
3120,2019-10-20,Spread/Sighting,"","Connecticut","Destructive Spotted Lanternfly Found in Connecticut For First Time https://t.co/j3u8Kn67oc"
3121,2019-10-20,Other,"USA.PA.Philadelphia","","How to Control Spotted Lantern Fly – The Facts https://t.co/G5kjNWGbzR https://t.co/xThI3cAFYM"
3122,2019-10-20,Other,"USA.PA.Allentown","","RT @lehighvalley This is how far the spotted lanternfly might spread, as feds eye funds for fight https://t.co/pIBA5uLMMp https://t.co/04HtYT2lkD"
3123,2019-10-20,Other,"","","RT @BugladySuzanne Lots of everything showing up to feed on the spotted lanternfly honeydew. #slf #spottedlanternfly https://t.co/WU3DsjlLjm"
3124,2019-10-20,Other,"USA.PA.Philadelphia","Bucks","🍷🍇'Extremely terrified:' Wineries in Bucks facing threat from spotted lanternfly https://t.co/6jHS9BkB89 by couriertimes #badbug #spottedlanternfly #slf"
3125,2019-10-20,Other,"CAN.ON.Toronto","","We haven’t even gotten over Emerald Ash Borer but we are in for another ride https://t.co/mIGB48QXGP"
3126,2019-10-20,Other,"","","RT @BugladySuzanne Lots of everything showing up to feed on the spotted lanternfly honeydew. #slf #spottedlanternfly https://t.co/WU3DsjlLjm"
3127,2019-10-20,Other,"USA.DC.Washington, DC","U.S.","Scientists Release First Map of Areas Suitable for Spotted Lanternfly's Establishment in U.S. and World : USDA ARS #invasivespecies #SpottedLanternfly https://t.co/wQs2q5vMZS"
3128,2019-10-20,Other,"USA.PA.Philadelphia","Philadelphia, Pennsylvania","Keep a look out for Spotted Lantern Fly invading our precious #trees #spottedlanternfly for advice on controlling these destructive pests visit my #blog link on profile #igrowhort @ Philadelphia, Pennsylvania https://t.co/wz9PJeL0Za"
3129,2019-10-20,Other,"USA.PA.Allentown","@lehighvalley","This is how far the spotted lanternfly might spread, @USDA researchers say, as @RepSusanWild and feds eye funds for fight @lehighvalley | @AP_Images photo of 1 of the little you-know-what-ers https://t.co/oo00pytxPM https://t.co/yAjcX0cLaH"
3130,2019-10-20,Other,"USA.PA.Philadelphia","Pennsylvania","Spotted Lanternfly Presentation @ 6pm October 21 Join Chester County Master Gardener Rich Fennelly, to learn about the invasive Spotted Lanternfly and how you can help limit its spread through Pennsylvania. #spottedlanternfly #pests #mastergardener https://t.co/E2iqLjDuyC"
3131,2019-10-20,Other,"USA.GA.Atlanta","Pennsylvania","Hordes of spotted lanternflies are flapping through Pennsylvania, threatening agriculture. “Kill it!” a state website blares by way of advice to residents who encounter the flies. “Squash it, smash it … just get rid of it.” https://t.co/859Y8LfhwM"
3132,2019-10-20,Other,"","","RT @njdotcom This is how far the spotted lanternfly might spread, as feds eye funds for fight https://t.co/X05HeVn8jw https://t.co/Ch5HBGOAjF"
3133,2019-10-20,Other,"","","RT @njdotcom This is how far the spotted lanternfly might spread, as feds eye funds for fight https://t.co/X05HeVn8jw https://t.co/Ch5HBGOAjF"
3134,2019-10-20,Other,"USA.NY.New York","","This is how far the spotted lanternfly might spread, as feds eye funds for fight https://t.co/X05HeVn8jw https://t.co/Ch5HBGOAjF"
3135,2019-10-20,Other,"USA.PA.Allentown","","This is how far the spotted lanternfly might spread, as feds eye funds for fight https://t.co/pIBA5uLMMp https://t.co/04HtYT2lkD"
3136,2019-10-20,Other,"","","RT @maverickminuano me not wanting to hurt bugs but seeing a spotted lanternfly and knowing I need to do my part https://t.co/BKRbwNLuop"
